ID,State,County
2366,South Dakota,Bon Homme
2367,South Dakota,Brookings
2368,South Dakota,Brown
2369,South Dakota,Brule
2370,South Dakota,Buffalo
2371,South Dakota,Butte
2372,South Dakota,Campbell
2373,South Dakota,Charles Mix
2374,South Dakota,Clark
2375,South Dakota,Clay
2376,South Dakota,Codington
2377,South Dakota,Corson
2378,South Dakota,Custer
2379,South Dakota,Davison
2380,South Dakota,Day
2381,South Dakota,Deuel
2382,South Dakota,Dewey
2383,South Dakota,Douglas
2384,South Dakota,Edmunds
2385,South Dakota,Fall River
2386,South Dakota,Faulk
2387,South Dakota,Grant
2388,South Dakota,Gregory
2389,South Dakota,Haakon
2390,South Dakota,Hamlin
2391,South Dakota,Hand
2392,South Dakota,Hanson
2393,South Dakota,Harding
2394,South Dakota,Hughes
2395,South Dakota,Hutchinson
2396,South Dakota,Hyde
2397,South Dakota,Jackson
2398,South Dakota,Jerauld
2399,South Dakota,Jones
2400,South Dakota,Kingsbury
2401,South Dakota,Lake
2402,South Dakota,Lawrence
2403,South Dakota,Lincoln
2404,South Dakota,Lyman
2405,South Dakota,McCook
2406,South Dakota,McPherson
2407,South Dakota,Marshall
2408,South Dakota,Meade
2409,South Dakota,Mellette
2410,South Dakota,Miner
2411,South Dakota,Minnehaha
2412,South Dakota,Moody
2413,South Dakota,Pennington
2414,South Dakota,Perkins
2415,South Dakota,Potter
2416,South Dakota,Roberts
2417,South Dakota,Sanborn
2418,South Dakota,Shannon
2419,South Dakota,Spink
2420,South Dakota,Stanley
2421,South Dakota,Sully
2422,South Dakota,Todd
2423,South Dakota,Tripp
2424,South Dakota,Turner
2425,South Dakota,Union
2426,South Dakota,Walworth
2427,South Dakota,Yankton
2428,South Dakota,Ziebach
2429,Tennessee,Anderson
2430,Tennessee,Bedford
2431,Tennessee,Benton
2432,Tennessee,Bledsoe
2433,Tennessee,Blount
2434,Tennessee,Bradley
2435,Tennessee,Campbell
2436,Tennessee,Cannon
2437,Tennessee,Carroll
2438,Tennessee,Carter
2439,Tennessee,Cheatham
2440,Tennessee,Chester
2441,Tennessee,Claiborne
2442,Tennessee,Clay
2443,Tennessee,Cocke
2444,Tennessee,Coffee
2445,Tennessee,Crockett
2446,Tennessee,Cumberland
2447,Tennessee,Davidson
2448,Tennessee,Decatur
2449,Tennessee,DeKalb
2450,Tennessee,Dickson
2451,Tennessee,Dyer
2452,Tennessee,Fayette
2453,Tennessee,Fentress
2454,Tennessee,Franklin
2455,Tennessee,Gibson
2456,Tennessee,Giles
2457,Tennessee,Grainger
2458,Tennessee,Greene
2459,Tennessee,Grundy
2460,Tennessee,Hamblen
2461,Tennessee,Hamilton
2462,Tennessee,Hancock
2463,Tennessee,Hardeman
2464,Tennessee,Hardin
2465,Tennessee,Hawkins
2466,Tennessee,Haywood
2467,Tennessee,Henderson
2468,Tennessee,Henry
2469,Tennessee,Hickman
2470,Tennessee,Houston
2471,Tennessee,Humphreys
2472,Tennessee,Jackson
2473,Tennessee,Jefferson
2474,Tennessee,Johnson
2475,Tennessee,Knox
2476,Tennessee,Lake
2477,Tennessee,Lauderdale
2478,Tennessee,Lawrence
2479,Tennessee,Lewis
2480,Tennessee,Lincoln
2481,Tennessee,Loudon
2482,Tennessee,McMinn
2483,Tennessee,McNairy
2484,Tennessee,Macon
2485,Tennessee,Madison
2486,Tennessee,Marion
2487,Tennessee,Marshall
2488,Tennessee,Maury
2489,Tennessee,Meigs
2490,Tennessee,Monroe
2491,Tennessee,Montgomery
2492,Tennessee,Moore
2493,Tennessee,Morgan
2494,Tennessee,Obion
2495,Tennessee,Overton
2496,Tennessee,Perry
2497,Tennessee,Pickett
2498,Tennessee,Polk
2499,Tennessee,Putnam
2500,Tennessee,Rhea
2501,Tennessee,Roane
2502,Tennessee,Robertson
2503,Tennessee,Rutherford
2504,Tennessee,Scott
2505,Tennessee,Sequatchie
2506,Tennessee,Sevier
2507,Tennessee,Shelby
2508,Tennessee,Smith
2509,Tennessee,Stewart
2510,Tennessee,Sullivan
2511,Tennessee,Sumner
2512,Tennessee,Tipton
2513,Tennessee,Trousdale
2514,Tennessee,Unicoi
2515,Tennessee,Union
2516,Tennessee,Van Buren
2517,Tennessee,Warren
2518,Tennessee,Washington
2519,Tennessee,Wayne
2520,Tennessee,Weakley
2521,Tennessee,White
2522,Tennessee,Williamson
2523,Tennessee,Wilson
2524,Texas,Anderson
2525,Texas,Andrews
2526,Texas,Angelina
2527,Texas,Aransas
2528,Texas,Archer
2529,Texas,Armstrong
2530,Texas,Atascosa
2531,Texas,Austin
2532,Texas,Bailey
2533,Texas,Bandera
2534,Texas,Bastrop
2535,Texas,Baylor
2536,Texas,Bee
2537,Texas,Bell
2538,Texas,Bexar
2539,Texas,Blanco
2540,Texas,Borden
2541,Texas,Bosque
2542,Texas,Bowie
2543,Texas,Brazoria
2544,Texas,Brazos
2545,Texas,Brewster
2546,Texas,Briscoe
2547,Texas,Brooks
2548,Texas,Brown
2549,Texas,Burleson
2550,Texas,Burnet
2551,Texas,Caldwell
2552,Texas,Calhoun
2553,Texas,Callahan
2554,Texas,Cameron
2555,Texas,Camp
2556,Texas,Carson
2557,Texas,Cass
2558,Texas,Castro
2559,Texas,Chambers
2560,Texas,Cherokee
2561,Texas,Childress
2562,Texas,Clay
2563,Texas,Cochran
2564,Texas,Coke
2565,Texas,Coleman
2566,Texas,Collin
2567,Texas,Collingsworth
2568,Texas,Colorado
2569,Texas,Comal
2570,Texas,Comanche
2571,Texas,Concho
2572,Texas,Cooke
2573,Texas,Coryell
2574,Texas,Cottle
2575,Texas,Crane
2576,Texas,Crockett
2577,Texas,Crosby
2578,Texas,Culberson
2579,Texas,Dallam
2580,Texas,Dallas
2581,Texas,Dawson
2582,Texas,Deaf Smith
2583,Texas,Delta
2584,Texas,Denton
2585,Texas,DeWitt
2586,Texas,Dickens
2587,Texas,Dimmit
2588,Texas,Donley
2589,Texas,Duval
2590,Texas,Eastland
2591,Texas,Ector
2592,Texas,Edwards
2593,Texas,Ellis
2594,Texas,El Paso
2595,Texas,Erath
2596,Texas,Falls
2597,Texas,Fannin
2598,Texas,Fayette
2599,Texas,Fisher
2600,Texas,Floyd
2601,Texas,Foard
2602,Texas,Fort Bend
2603,Texas,Franklin
2604,Texas,Freestone
2605,Texas,Frio
2606,Texas,Gaines
2607,Texas,Galveston
2608,Texas,Garza
2609,Texas,Gillespie
2610,Texas,Glasscock
2611,Texas,Goliad
2612,Texas,Gonzales
2613,Texas,Gray
2614,Texas,Grayson
2615,Texas,Gregg
2616,Texas,Grimes
2617,Texas,Guadalupe
2618,Texas,Hale
2619,Texas,Hall
2620,Texas,Hamilton
2621,Texas,Hansford
2622,Texas,Hardeman
2623,Texas,Hardin
2624,Texas,Harris
2625,Texas,Harrison
2626,Texas,Hartley
2627,Texas,Haskell
2628,Texas,Hays
2629,Texas,Hemphill
2630,Texas,Henderson
2631,Texas,Hidalgo
2632,Texas,Hill
2633,Texas,Hockley
2634,Texas,Hood
2635,Texas,Hopkins
2636,Texas,Houston
2637,Texas,Howard
2638,Texas,Hudspeth
2639,Texas,Hunt
2640,Texas,Hutchinson
2641,Texas,Irion
2642,Texas,Jack
2643,Texas,Jackson
2644,Texas,Jasper
2645,Texas,Jeff Davis
2646,Texas,Jefferson
2647,Texas,Jim Hogg
2648,Texas,Jim Wells
2649,Texas,Johnson
2650,Texas,Jones
2651,Texas,Karnes
2652,Texas,Kaufman
2653,Texas,Kendall
2654,Texas,Kenedy
2655,Texas,Kent
2656,Texas,Kerr
2657,Texas,Kimble
2658,Texas,King
2659,Texas,Kinney
2660,Texas,Kleberg
2661,Texas,Knox
2662,Texas,Lamar
2663,Texas,Lamb
2664,Texas,Lampasas
2665,Texas,La Salle
2666,Texas,Lavaca
2667,Texas,Lee
2668,Texas,Leon
2669,Texas,Liberty
2670,Texas,Limestone
2671,Texas,Lipscomb
2672,Texas,Live Oak
2673,Texas,Llano
2674,Texas,Loving
2675,Texas,Lubbock
2676,Texas,Lynn
2677,Texas,McCulloch
2678,Texas,McLennan
2679,Texas,McMullen
2680,Texas,Madison
2681,Texas,Marion
2682,Texas,Martin
2683,Texas,Mason
2684,Texas,Matagorda
2685,Texas,Maverick
2686,Texas,Medina
2687,Texas,Menard
2688,Texas,Midland
2689,Texas,Milam
2690,Texas,Mills
2691,Texas,Mitchell
2692,Texas,Montague
2693,Texas,Montgomery
2694,Texas,Moore
2695,Texas,Morris
2696,Texas,Motley
2697,Texas,Nacogdoches
2698,Texas,Navarro
2699,Texas,Newton
2700,Texas,Nolan
2701,Texas,Nueces
2702,Texas,Ochiltree
2703,Texas,Oldham
2704,Texas,Orange
2705,Texas,Palo Pinto
2706,Texas,Panola
2707,Texas,Parker
2708,Texas,Parmer
2709,Texas,Pecos
2710,Texas,Polk
2711,Texas,Potter
2712,Texas,Presidio
2713,Texas,Rains
2714,Texas,Randall
2715,Texas,Reagan
2716,Texas,Real
2717,Texas,Red River
2718,Texas,Reeves
2719,Texas,Refugio
2720,Texas,Roberts
2721,Texas,Robertson
2722,Texas,Rockwall
2723,Texas,Runnels
2724,Texas,Rusk
2725,Texas,Sabine
2726,Texas,San Augustine
2727,Texas,San Jacinto
2728,Texas,San Patricio
2729,Texas,San Saba
2730,Texas,Schleicher
2731,Texas,Scurry
2732,Texas,Shackelford
2733,Texas,Shelby
2734,Texas,Sherman
2735,Texas,Smith
2736,Texas,Somervell
2737,Texas,Starr
2738,Texas,Stephens
2739,Texas,Sterling
2740,Texas,Stonewall
2741,Texas,Sutton
2742,Texas,Swisher
2743,Texas,Tarrant
2744,Texas,Taylor
2745,Texas,Terrell
2746,Texas,Terry
2747,Texas,Throckmorton
2748,Texas,Titus
2749,Texas,Tom Green
2750,Texas,Travis
2751,Texas,Trinity
2752,Texas,Tyler
2753,Texas,Upshur
2754,Texas,Upton
2755,Texas,Uvalde
2756,Texas,Val Verde
2757,Texas,Van Zandt
2758,Texas,Victoria
2759,Texas,Walker
2760,Texas,Waller
2761,Texas,Ward
2762,Texas,Washington
2763,Texas,Webb
2764,Texas,Wharton
2765,Texas,Wheeler
2766,Texas,Wichita
2767,Texas,Wilbarger
2768,Texas,Willacy
2769,Texas,Williamson
2770,Texas,Wilson
2771,Texas,Winkler
2772,Texas,Wise
2773,Texas,Wood
2774,Texas,Yoakum
2775,Texas,Young
2776,Texas,Zapata
2777,Texas,Zavala
2778,Utah,Beaver
2779,Utah,Box Elder
2780,Utah,Cache
2781,Utah,Carbon
2782,Utah,Daggett
2783,Utah,Davis
2784,Utah,Duchesne
2785,Utah,Emery
2786,Utah,Garfield
2787,Utah,Grand
2788,Utah,Iron
2789,Utah,Juab
2790,Utah,Kane
2791,Utah,Millard
2792,Utah,Morgan
2793,Utah,Piute
2794,Utah,Rich
2795,Utah,Salt Lake
2796,Utah,San Juan
2797,Utah,Sanpete
2798,Utah,Sevier
2799,Utah,Summit
2800,Utah,Tooele
2801,Utah,Uintah
2802,Utah,Utah
2803,Utah,Wasatch
2804,Utah,Washington
2805,Utah,Wayne
2806,Utah,Weber
2807,Vermont,Addison
2808,Vermont,Bennington
2809,Vermont,Caledonia
2810,Vermont,Chittenden
2811,Vermont,Essex
2812,Vermont,Franklin
2813,Vermont,Grand Isle
2814,Vermont,Lamoille
2815,Vermont,Orange
2816,Vermont,Orleans
2817,Vermont,Rutland
2818,Vermont,Washington
2819,Vermont,Windham
2820,Vermont,Windsor
2821,Virginia,Accomack
2822,Virginia,Albemarle
2823,Virginia,Alleghany
2824,Virginia,Amelia
2825,Virginia,Amherst
2826,Virginia,Appomattox
2827,Virginia,Arlington
2828,Virginia,Augusta
2829,Virginia,Bath
2830,Virginia,Bedford
2831,Virginia,Bland
2832,Virginia,Botetourt
2833,Virginia,Brunswick
2834,Virginia,Buchanan
2835,Virginia,Buckingham
2836,Virginia,Campbell
2837,Virginia,Caroline
2838,Virginia,Carroll
2839,Virginia,Charles City
2840,Virginia,Charlotte
2841,Virginia,Chesterfield
2842,Virginia,Clarke
2843,Virginia,Craig
2844,Virginia,Culpeper
2845,Virginia,Cumberland
2846,Virginia,Dickenson
2847,Virginia,Dinwiddie
2848,Virginia,Essex
2849,Virginia,Fairfax
2850,Virginia,Fauquier
2851,Virginia,Floyd
2852,Virginia,Fluvanna
2853,Virginia,Franklin
2854,Virginia,Frederick
2855,Virginia,Giles
2856,Virginia,Gloucester
2857,Virginia,Goochland
2858,Virginia,Grayson
2859,Virginia,Greene
2860,Virginia,Greensville
2861,Virginia,Halifax
2862,Virginia,Hanover
2863,Virginia,Henrico
2864,Virginia,Henry
2865,Virginia,Highland
2866,Virginia,Isle of Wight
2867,Virginia,James City
2868,Virginia,King and Queen
2869,Virginia,King George
2870,Virginia,King William
2871,Virginia,Lancaster
2872,Virginia,Lee
2873,Virginia,Loudoun
2874,Virginia,Louisa
2875,Virginia,Lunenburg
2876,Virginia,Madison
2877,Virginia,Mathews
2878,Virginia,Mecklenburg
2879,Virginia,Middlesex
2880,Virginia,Montgomery
2881,Virginia,Nelson
2882,Virginia,New Kent
2883,Virginia,Northampton
2884,Virginia,Northumberland
2885,Virginia,Nottoway
2886,Virginia,Orange
2887,Virginia,Page
2888,Virginia,Patrick
2889,Virginia,Pittsylvania
2890,Virginia,Powhatan
2891,Virginia,Prince Edward
2892,Virginia,Prince George
2893,Virginia,Prince William
2894,Virginia,Pulaski
2895,Virginia,Rappahannock
2896,Virginia,Richmond
2897,Virginia,Roanoke
2898,Virginia,Rockbridge
2899,Virginia,Rockingham
2900,Virginia,Russell
2901,Virginia,Scott
2902,Virginia,Shenandoah
2903,Virginia,Smyth
2904,Virginia,Southampton
2905,Virginia,Spotsylvania
2906,Virginia,Stafford
2907,Virginia,Surry
2908,Virginia,Sussex
2909,Virginia,Tazewell
2910,Virginia,Warren
2911,Virginia,Washington
2912,Virginia,Westmoreland
2913,Virginia,Wise
2914,Virginia,Wythe
2915,Virginia,York
2916,Virginia,"Alexandria, City of"
2917,Virginia,"Bedford, City of"
2918,Virginia,"Bristol, City of"
2919,Virginia,"Buena Vista, City of"
2920,Virginia,"Charlottesville, City of"
2921,Virginia,"Chesapeake, City of"
2922,Virginia,"Colonial Heights, City of"
2923,Virginia,"Covington, City of"
2924,Virginia,"Danville, City of"
2925,Virginia,"Emporia, City of"
2926,Virginia,"Fairfax, City of"
2927,Virginia,"Falls Church, City of"
2928,Virginia,"Franklin, City of"
2929,Virginia,"Fredericksburg, City of"
2930,Virginia,"Galax, City of"
2931,Virginia,"Hampton, City of"
2932,Virginia,"Harrisonburg, City of"
2933,Virginia,"Hopewell, City of"
2934,Virginia,"Lexington, City of"
2935,Virginia,"Lynchburg, City of"
2936,Virginia,"Manassas, City of"
2937,Virginia,"Manassas Park, City of"
2938,Virginia,"Martinsville, City of"
2939,Virginia,"Newport News, City of"
2940,Virginia,"Norfolk, City of"
2941,Virginia,"Norton, City of"
2942,Virginia,"Petersburg, City of"
2943,Virginia,"Poquoson, City of"
2944,Virginia,"Portsmouth, City of"
2945,Virginia,"Radford, City of"
2946,Virginia,"Richmond, City of"
2947,Virginia,"Roanoke, City of"
2948,Virginia,"Salem, City of"
2949,Virginia,"Staunton, City of"
2950,Virginia,"Suffolk, City of"
2951,Virginia,"Virginia Beach, City of"
2952,Virginia,"Waynesboro, City of"
2953,Virginia,"Williamsburg, City of"
2954,Virginia,"Winchester, City of"
2955,Washington,Adams
2956,Washington,Asotin
2957,Washington,Benton
2958,Washington,Chelan
2959,Washington,Clallam
2960,Washington,Clark
2961,Washington,Columbia
2962,Washington,Cowlitz
2963,Washington,Douglas
2964,Washington,Ferry
2965,Washington,Franklin
2966,Washington,Garfield
2967,Washington,Grant
2968,Washington,Grays Harbor
2969,Washington,Island
2970,Washington,Jefferson
2971,Washington,King
2972,Washington,Kitsap
2973,Washington,Kittitas
2974,Washington,Klickitat
2975,Washington,Lewis
2976,Washington,Lincoln
2977,Washington,Mason
2978,Washington,Okanogan
2979,Washington,Pacific
2980,Washington,Pend Oreille
2981,Washington,Pierce
2982,Washington,San Juan
2983,Washington,Skagit
2984,Washington,Skamania
2985,Washington,Snohomish
2986,Washington,Spokane
2987,Washington,Stevens
2988,Washington,Thurston
2989,Washington,Wahkiakum
2990,Washington,Walla Walla
2991,Washington,Whatcom
2992,Washington,Whitman
2993,Washington,Yakima
2994,West Virginia,Barbour
2995,West Virginia,Berkeley
2996,West Virginia,Boone
2997,West Virginia,Braxton
2998,West Virginia,Brooke
2999,West Virginia,Cabell
3000,West Virginia,Calhoun
3001,West Virginia,Clay
3002,West Virginia,Doddridge
3003,West Virginia,Fayette
3004,West Virginia,Gilmer
3005,West Virginia,Grant
3006,West Virginia,Greenbrier
3007,West Virginia,Hampshire
3008,West Virginia,Hancock
3009,West Virginia,Hardy
3010,West Virginia,Harrison
3011,West Virginia,Jackson
3012,West Virginia,Jefferson
3013,West Virginia,Kanawha
3014,West Virginia,Lewis
3015,West Virginia,Lincoln
3016,West Virginia,Logan
3017,West Virginia,McDowell
3018,West Virginia,Marion
3019,West Virginia,Marshall
3020,West Virginia,Mason
3021,West Virginia,Mercer
3022,West Virginia,Mineral
3023,West Virginia,Mingo
3024,West Virginia,Monongalia
3025,West Virginia,Monroe
3026,West Virginia,Morgan
3027,West Virginia,Nicholas
3028,West Virginia,Ohio
3029,West Virginia,Pendleton
3030,West Virginia,Pleasants
3031,West Virginia,Pocahontas
3032,West Virginia,Preston
3033,West Virginia,Putnam
3034,West Virginia,Raleigh
3035,West Virginia,Randolph
3036,West Virginia,Ritchie
3037,West Virginia,Roane
3038,West Virginia,Summers
3039,West Virginia,Taylor
3040,West Virginia,Tucker
3041,West Virginia,Tyler
3042,West Virginia,Upshur
3043,West Virginia,Wayne
3044,West Virginia,Webster
3045,West Virginia,Wetzel
3046,West Virginia,Wirt
3047,West Virginia,Wood
3048,West Virginia,Wyoming
3049,Wisconsin,Adams
3050,Wisconsin,Ashland
3051,Wisconsin,Barron
3052,Wisconsin,Bayfield
3053,Wisconsin,Brown
3054,Wisconsin,Buffalo
3055,Wisconsin,Burnett
3056,Wisconsin,Calumet
3057,Wisconsin,Chippewa
3058,Wisconsin,Clark
3059,Wisconsin,Columbia
3060,Wisconsin,Crawford
3061,Wisconsin,Dane
3062,Wisconsin,Dodge
3063,Wisconsin,Door
3064,Wisconsin,Douglas
3065,Wisconsin,Dunn
3066,Wisconsin,Eau Claire
3067,Wisconsin,Florence
3068,Wisconsin,Fond du Lac
3069,Wisconsin,Forest
3070,Wisconsin,Grant
3071,Wisconsin,Green
3072,Wisconsin,Green Lake
3073,Wisconsin,Iowa
3074,Wisconsin,Iron
3075,Wisconsin,Jackson
3076,Wisconsin,Jefferson
3077,Wisconsin,Juneau
3078,Wisconsin,Kenosha
3079,Wisconsin,Kewaunee
3080,Wisconsin,La Crosse
3081,Wisconsin,Lafayette
3082,Wisconsin,Langlade
3083,Wisconsin,Lincoln
3084,Wisconsin,Manitowoc
3085,Wisconsin,Marathon
3086,Wisconsin,Marinette
3087,Wisconsin,Marquette
3088,Wisconsin,Menominee
3089,Wisconsin,Milwaukee
3090,Wisconsin,Monroe
3091,Wisconsin,Oconto
3092,Wisconsin,Oneida
3093,Wisconsin,Outagamie
3094,Wisconsin,Ozaukee
3095,Wisconsin,Pepin
3096,Wisconsin,Pierce
3097,Wisconsin,Polk
3098,Wisconsin,Portage
3099,Wisconsin,Price
3100,Wisconsin,Racine
3101,Wisconsin,Richland
3102,Wisconsin,Rock
3103,Wisconsin,Rusk
3104,Wisconsin,St. Croix
3105,Wisconsin,Sauk
3106,Wisconsin,Sawyer
3107,Wisconsin,Shawano
3108,Wisconsin,Sheboygan
3109,Wisconsin,Taylor
3110,Wisconsin,Trempealeau
3111,Wisconsin,Vernon
3112,Wisconsin,Vilas
3113,Wisconsin,Walworth
3114,Wisconsin,Washburn
3115,Wisconsin,Washington
3116,Wisconsin,Waukesha
3117,Wisconsin,Waupaca
3118,Wisconsin,Waushara
3119,Wisconsin,Winnebago
3120,Wisconsin,Wood
3121,Wyoming,Albany
3122,Wyoming,Big Horn
3123,Wyoming,Campbell
3124,Wyoming,Carbon
3125,Wyoming,Converse
3126,Wyoming,Crook
3127,Wyoming,Fremont
3128,Wyoming,Goshen
3129,Wyoming,Hot Springs
3130,Wyoming,Johnson
3131,Wyoming,Laramie
3132,Wyoming,Lincoln
3133,Wyoming,Natrona
3134,Wyoming,Niobrara
3135,Wyoming,Park
3136,Wyoming,Platte
3137,Wyoming,Sheridan
3138,Wyoming,Sublette
3139,Wyoming,Sweetwater
3140,Wyoming,Teton
3141,Wyoming,Uinta
3142,Wyoming,Washakie
3143,Wyoming,Weston